ts,v,approach_lock,audio_ok,batt_v,bilge_fwd,bilge_mid,bilge_rear,bridge_on,captured,captured_by,ch_guard,ch_gun_pan,ch_mode,ch_reverse,ch_rudder,ch_throttle,cog_trim,course,cruise_us,deck_on,depth_mode,diff_gain,failsafe_ack,flood_alarm,gps_fix,gun_pan_us,heading,heading_mag,heap,js_freeze,lat,lon,low_volt_alarm,mag_baseline_uT,mag_cal_circ_pct,mag_cal_progress,mag_cal_quality,mag_cal_radius_uT,mag_cal_state,mag_cal_ts,mag_calibrated,mag_from_nvs,mag_off_x,mag_off_y,mag_off_z,mag_uT,mission_active,mode,nav_on,pid_kd,pid_kp,poll_fail,port_us,pump,pump_cycle,pump_manual,pump_phase,pump_phase_ms,radar_burst_ms,radar_on,radar_pause_ms,radar_speed,rc_age_ms,rc_ever_good,rssi,rudder_us,sats,session_id,speed_kts,stbd_us,uptime,wifi_assoc,wp_bearing,wp_count,wp_dist_m,wp_idx,wp_lat,wp_lon,wp_set,wp_start_lat,wp_start_lon
2026-08-02T10:22:28.178Z,0.13.3,false,true,16.70,false,false,false,false,false,none,1000,1476,1000,1500,1509,1000,0.0,0.0,1720,false,off,1.00,false,false,true,1524,321.5,332.5,121268,,38.875221,-77.049736,false,24.53,15,100,good,24.5,done,80,true,true,-31.57,-3.00,-18.00,14.81,false,MANUAL,false,2.00,1.50,,1500,false,,false,off,,3,false,200,25,3,true,-39,1503,12,3975974454,0.2,1500,113,true,,0,,0,,,false,,
2026-08-02T10:22:29.244Z,0.13.3,false,true,16.70,false,false,false,false,false,none,1000,1476,1000,1500,1509,1000,0.0,0.0,1720,false,off,1.00,false,false,true,1524,321.9,332.9,121260,,38.875225,-77.049736,false,24.53,15,100,good,24.5,done,80,true,true,-31.57,-3.00,-18.00,15.17,false,MANUAL,false,2.00,1.50,,1500,false,,false,off,,3,false,200,25,5,true,-38,1503,12,3975974454,0.2,1500,114,true,,0,,0,,,false,,
2026-08-02T10:22:30.195Z,0.13.3,false,true,16.70,false,false,false,false,false,none,1000,1476,1000,1500,1509,1000,0.0,0.0,1720,false,off,1.00,false,false,true,1524,322.0,333.0,121260,,38.875225,-77.049736,false,24.53,15,100,good,24.5,done,80,true,true,-31.57,-3.00,-18.00,16.29,false,MANUAL,false,2.00,1.50,,1500,false,,false,off,,3,false,200,25,4,true,-43,1503,12,3975974454,0.2,1500,115,true,,0,,0,,,false,,
2026-08-02T10:22:31.244Z,0.13.3,false,true,16.70,false,false,false,false,false,none,1000,1476,1000,1500,1509,1000,0.0,0.0,1720,false,off,1.00,false,false,true,1524,322.3,333.3,121260,,38.875225,-77.049736,false,24.53,15,100,good,24.5,done,80,true,true,-31.57,-3.00,-18.00,13.95,false,MANUAL,false,2.00,1.50,,1500,false,,false,off,,3,false,200,25,8,true,-41,1503,12,3975974454,0.1,1500,116,true,,0,,0,,,false,,
2026-08-02T10:22:32.228Z,0.13.3,false,true,16.70,false,false,false,false,false,none,1000,1476,1000,1500,1509,1000,0.0,0.0,1720,false,off,1.00,false,false,true,1524,321.5,332.5,121260,,38.875225,-77.049736,false,24.53,15,100,good,24.5,done,80,true,true,-31.57,-3.00,-18.00,14.98,false,MANUAL,false,2.00,1.50,,1500,false,,false,off,,3,false,200,25,1,true,-45,1503,12,3975974454,0.2,1500,117,true,,0,,0,,,false,,
2026-08-02T10:22:33.262Z,0.13.3,false,true,16.70,false,false,false,false,false,none,1000,1476,1000,1500,1509,1000,0.0,0.0,1720,false,off,1.00,false,false,true,1524,320.8,331.8,121260,,38.875225,-77.049736,false,24.53,15,100,good,24.5,done,80,true,true,-31.57,-3.00,-18.00,15.56,false,MANUAL,false,2.00,1.50,,1500,false,,false,off,,3,false,200,25,9,true,-40,1503,12,3975974454,0.2,1500,118,true,,0,,0,,,false,,
2026-08-02T10:22:34.262Z,0.13.3,false,true,16.70,false,false,false,false,false,none,1000,1476,1000,1500,1509,1000,0.0,0.0,1720,false,off,1.00,false,false,true,1524,319.5,330.5,121264,,38.875225,-77.049736,false,24.53,15,100,good,24.5,done,80,true,true,-31.57,-3.00,-18.00,14.05,false,MANUAL,false,2.00,1.50,,1500,false,,false,off,,3,false,200,25,1,true,-39,1503,12,3975974454,0.2,1500,119,true,,0,,0,,,false,,
2026-08-02T10:22:35.245Z,0.13.3,false,true,16.70,false,false,false,false,false,none,1000,1476,1000,1500,1509,1000,0.0,0.0,1720,false,off,1.00,false,false,true,1524,317.6,328.6,121276,,38.875225,-77.049736,false,24.53,15,100,good,24.5,done,80,true,true,-31.57,-3.00,-18.00,16.97,false,MANUAL,false,2.00,1.50,,1500,false,,false,off,,3,false,200,25,2,true,-40,1503,12,3975974454,0.2,1500,120,true,,0,,0,,,false,,
2026-08-02T10:22:36.295Z,0.13.3,false,true,16.70,false,false,false,false,false,none,1000,1476,1000,1500,1509,1000,0.0,0.0,1720,false,off,1.00,false,false,true,1524,315.4,326.4,121276,,38.875225,-77.049744,false,24.53,15,100,good,24.5,done,80,true,true,-31.57,-3.00,-18.00,15.49,false,MANUAL,false,2.00,1.50,,1500,false,,false,off,,3,false,200,25,1,true,-40,1503,12,3975974454,0.2,1500,121,true,,0,,0,,,false,,
2026-08-02T10:22:37.262Z,0.13.3,false,true,16.70,false,false,false,false,false,none,1000,1476,1000,1500,1509,1000,0.0,0.0,1720,false,off,1.00,false,false,true,1524,312.6,323.6,121288,,38.875225,-77.049744,false,24.53,15,100,good,24.5,done,80,true,true,-31.57,-3.00,-18.00,14.49,false,MANUAL,false,2.00,1.50,,1500,false,,false,off,,3,false,200,25,6,true,-45,1503,12,3975974454,0.1,1500,122,true,,0,,0,,,false,,
2026-08-02T10:22:38.262Z,0.13.3,false,true,16.70,false,false,false,false,false,none,1000,1476,1000,1500,1509,1000,0.0,0.0,1720,false,off,1.00,false,false,true,1524,310.2,321.2,121280,,38.875225,-77.049744,false,24.53,15,100,good,24.5,done,80,true,true,-31.57,-3.00,-18.00,17.59,false,MANUAL,false,2.00,1.50,,1500,false,,false,off,,3,false,200,25,1,true,-42,1503,12,3975974454,0.1,1500,123,true,,0,,0,,,false,,
2026-08-02T10:22:39.279Z,0.13.3,false,true,16.70,false,false,false,false,false,none,1000,1476,1000,1500,1509,1000,0.0,0.0,1720,false,off,1.00,false,false,true,1524,308.4,319.4,121280,,38.875225,-77.049744,false,24.53,15,100,good,24.5,done,80,true,true,-31.57,-3.00,-18.00,16.14,false,MANUAL,false,2.00,1.50,,1500,false,,false,off,,3,false,200,25,7,true,-44,1503,12,3975974454,0.2,1500,124,true,,0,,0,,,false,,
2026-08-02T10:22:40.279Z,0.13.3,false,true,16.70,false,false,false,false,false,none,1000,1476,1000,1500,1509,1000,0.0,0.0,1720,false,off,1.00,false,false,true,1524,306.1,317.1,121272,,38.875225,-77.049744,false,24.53,15,100,good,24.5,done,80,true,true,-31.57,-3.00,-18.00,14.65,false,MANUAL,false,2.00,1.50,,1500,false,,false,off,,3,false,200,25,2,true,-48,1503,12,3975974454,0.1,1500,125,true,,0,,0,,,false,,
