ts,v,approach_lock,audio_ok,batt_v,bilge_fwd,bilge_mid,bilge_rear,bridge_on,captured,captured_by,ch_guard,ch_gun_pan,ch_mode,ch_reverse,ch_rudder,ch_throttle,cog_trim,course,cruise_us,deck_on,depth_age_ms,depth_mode,depth_raw_us,diff_gain,failsafe_ack,gps_fix,gun_pan_us,heading,heading_mag,heap,lat,lon,mag_baseline_uT,mag_cal_circ_pct,mag_cal_progress,mag_cal_quality,mag_cal_radius_uT,mag_cal_state,mag_cal_ts,mag_calibrated,mag_from_nvs,mag_off_x,mag_off_y,mag_off_z,mag_uT,mission_active,mode,nav_on,pid_kd,pid_kp,port_us,pump,pump_cycle,pump_manual,pump_phase,pump_phase_ms,pump_stuck,radar_burst_ms,radar_on,radar_pause_ms,radar_speed,rc_age_ms,rc_ever_good,rudder_us,sats,session_id,speed_kts,stbd_us,uptime,wp_bearing,wp_count,wp_dist_m,wp_idx,wp_lat,wp_lon,wp_set,wp_start_lat,wp_start_lon
2026-07-11T10:28:16.823Z,0.8.2,,,15.15,,,,,false,,,,,,,,,89.7,,,,,,,false,true,,90.0,,,38.863533,-77.040413,,,,,,,,,,,,,,,AUTO,,,,1720,false,,,,,,,,,,,,1500,12,,3.5,,385,,26,47.7,1,38.863506,-77.039864,true,,
2026-07-11T10:28:17.824Z,0.8.2,,,15.23,,,,,false,,,,,,,,,88.2,,,,,,,false,true,,91.7,,,38.863533,-77.040390,,,,,,,,,,,,,,,AUTO,,,,1721,false,,,,,,,,,,,,1500,12,,3.5,,386,,26,45.7,1,38.863506,-77.039864,true,,
2026-07-11T10:28:18.824Z,0.8.2,,,15.02,,,,,false,,,,,,,,,86.0,,,,,,,false,true,,94.5,,,38.863537,-77.040375,,,,,,,,,,,,,,,AUTO,,,,1733,false,,,,,,,,,,,,1500,12,,3.5,,387,,26,44.4,1,38.863506,-77.039864,true,,
2026-07-11T10:28:19.824Z,0.8.2,,,15.08,,,,,false,,,,,,,,,84.8,,,,,,,false,true,,94.1,,,38.863537,-77.040352,,,,,,,,,,,,,,,AUTO,,,,1720,false,,,,,,,,,,,,1500,12,,3.5,,388,,26,42.4,1,38.863506,-77.039864,true,,
2026-07-11T10:28:20.824Z,0.8.2,,,15.10,,,,,false,,,,,,,,,83.3,,,,,,,false,true,,88.0,,,38.863541,-77.040329,,,,,,,,,,,,,,,AUTO,,,,1729,false,,,,,,,,,,,,1512,12,,3.5,,389,,26,40.5,1,38.863506,-77.039864,true,,
2026-07-11T10:28:21.824Z,0.8.2,,,15.15,,,,,false,,,,,,,,,81.6,,,,,,,false,true,,87.2,,,38.863541,-77.040314,,,,,,,,,,,,,,,AUTO,,,,1729,false,,,,,,,,,,,,1525,12,,3.5,,390,,26,39.2,1,38.863506,-77.039864,true,,
2026-07-11T10:28:22.824Z,0.8.2,,,15.13,,,,,false,,,,,,,,,81.1,,,,,,,false,true,,83.6,,,38.863545,-77.040291,,,,,,,,,,,,,,,AUTO,,,,1739,false,,,,,,,,,,,,1517,12,,3.5,,391,,26,37.2,1,38.863506,-77.039864,true,,
2026-07-11T10:28:23.824Z,0.8.2,,,15.05,,,,,false,,,,,,,,,82.7,,,,,,,false,true,,88.6,,,38.863548,-77.040268,,,,,,,,,,,,,,,AUTO,,,,1685,false,,,,,,,,,,,,1509,12,,3.5,,392,,26,35.3,1,38.863506,-77.039864,true,,
2026-07-11T10:28:24.824Z,0.8.2,,,15.02,,,,,false,,,,,,,,,85.8,,,,,,,false,true,,87.0,,,38.863548,-77.040245,,,,,,,,,,,,,,,AUTO,,,,1734,false,,,,,,,,,,,,1510,12,,3.5,,393,,26,33.4,1,38.863506,-77.039864,true,,
2026-07-11T10:28:25.824Z,0.8.2,,,14.95,,,,,false,,,,,,,,,89.3,,,,,,,false,true,,93.5,,,38.863548,-77.040230,,,,,,,,,,,,,,,AUTO,,,,1732,false,,,,,,,,,,,,1503,12,,3.6,,394,,26,32.0,1,38.863506,-77.039864,true,,
2026-07-11T10:28:26.824Z,0.8.2,,,14.99,,,,,false,,,,,,,,,93.2,,,,,,,false,true,,99.7,,,38.863548,-77.040207,,,,,,,,,,,,,,,AUTO,,,,1693,false,,,,,,,,,,,,1500,12,,3.4,,395,,26,30.1,1,38.863506,-77.039864,true,,
2026-07-11T10:28:27.824Z,0.8.2,,,15.13,,,,,false,,,,,,,,,96.6,,,,,,,false,true,,102.5,,,38.863545,-77.040184,,,,,,,,,,,,,,,AUTO,,,,1716,false,,,,,,,,,,,,1500,12,,3.5,,396,,26,28.1,1,38.863506,-77.039864,true,,
2026-07-11T10:28:28.824Z,0.8.2,,,15.00,,,,,false,,,,,,,,,100.3,,,,,,,false,true,,101.0,,,38.863541,-77.040169,,,,,,,,,,,,,,,AUTO,,,,1683,false,,,,,,,,,,,,1500,12,,3.4,,397,,26,26.7,1,38.863506,-77.039864,true,,
2026-07-11T10:28:29.824Z,0.8.2,,,14.87,,,,,false,,,,,,,,,102.9,,,,,,,false,true,,104.7,,,38.863537,-77.040146,,,,,,,,,,,,,,,AUTO,,,,1692,false,,,,,,,,,,,,1480,12,,3.3,,398,,26,24.7,1,38.863506,-77.039864,true,,
2026-07-11T10:28:30.824Z,0.8.2,,,14.98,,,,,false,,,,,,,,,105.6,,,,,,,false,true,,109.6,,,38.863533,-77.040131,,,,,,,,,,,,,,,AUTO,,,,1673,false,,,,,,,,,,,,1473,12,,3.3,,399,,26,23.3,1,38.863506,-77.039864,true,,
2026-07-11T10:28:31.824Z,0.8.2,,,15.08,,,,,false,,,,,,,,,104.4,,,,,,,false,true,,106.3,,,38.863529,-77.040108,,,,,,,,,,,,,,,AUTO,,,,1706,false,,,,,,,,,,,,1480,12,,3.2,,400,,26,21.3,1,38.863506,-77.039864,true,,
2026-07-11T10:28:32.824Z,0.8.2,,,15.17,,,,,false,,,,,,,,,97.5,,,,,,,false,true,,100.2,,,38.863525,-77.040093,,,,,,,,,,,,,,,AUTO,,,,1718,false,,,,,,,,,,,,1500,12,,3.5,,401,,26,19.9,1,38.863506,-77.039864,true,,
2026-07-11T10:28:33.824Z,0.8.2,,,14.92,,,,,false,,,,,,,,,91.8,,,,,,,false,true,,94.7,,,38.863525,-77.040070,,,,,,,,,,,,,,,AUTO,,,,1723,false,,,,,,,,,,,,1500,12,,3.3,,402,,26,18.0,1,38.863506,-77.039864,true,,
2026-07-11T10:28:34.824Z,0.8.2,,,14.95,,,,,false,,,,,,,,,89.2,,,,,,,false,true,,90.1,,,38.863525,-77.040047,,,,,,,,,,,,,,,AUTO,,,,1723,false,,,,,,,,,,,,1519,12,,3.4,,403,,26,16.0,1,38.863506,-77.039864,true,,
2026-07-11T10:28:35.825Z,0.8.2,,,14.96,,,,,false,,,,,,,,,87.4,,,,,,,false,true,,87.6,,,38.863529,-77.040031,,,,,,,,,,,,,,,AUTO,,,,1735,false,,,,,,,,,,,,1526,12,,3.3,,404,,26,14.8,1,38.863506,-77.039864,true,,
2026-07-11T10:28:36.826Z,0.8.2,,,14.94,,,,,false,,,,,,,,,87.3,,,,,,,false,true,,88.7,,,38.863529,-77.040008,,,,,,,,,,,,,,,AUTO,,,,1741,false,,,,,,,,,,,,1511,12,,3.3,,405,,26,12.8,1,38.863506,-77.039864,true,,
2026-07-11T10:28:37.828Z,0.8.2,,,15.04,,,,,false,,,,,,,,,89.9,,,,,,,false,true,,92.5,,,38.863529,-77.039993,,,,,,,,,,,,,,,AUTO,,,,1715,false,,,,,,,,,,,,1508,12,,3.3,,406,,26,11.5,1,38.863506,-77.039864,true,,
2026-07-11T10:28:38.828Z,0.8.2,,,14.96,,,,,false,,,,,,,,,94.0,,,,,,,false,true,,97.5,,,38.863525,-77.039970,,,,,,,,,,,,,,,AUTO,,,,1714,false,,,,,,,,,,,,1497,12,,3.3,,407,,26,9.5,1,38.863506,-77.039864,true,,
2026-07-11T10:28:39.831Z,0.8.2,,,15.19,,,,,false,,,,,,,,,98.5,,,,,,,false,true,,102.4,,,38.863522,-77.039955,,,,,,,,,,,,,,,AUTO,,,,1735,false,,,,,,,,,,,,1500,12,,3.3,,408,,26,8.1,1,38.863506,-77.039864,true,,
2026-07-11T10:28:40.831Z,0.8.2,,,15.15,,,,,false,,,,,,,,,101.9,,,,,,,false,true,,103.7,,,38.863518,-77.039932,,,,,,,,,,,,,,,AUTO,,,,1727,false,,,,,,,,,,,,1500,12,,3.3,,409,,26,6.1,1,38.863506,-77.039864,true,,
2026-07-11T10:28:41.831Z,0.8.2,,,15.16,,,,,false,,,,,,,,,103.2,,,,,,,false,true,,105.8,,,38.863514,-77.039917,,,,,,,,,,,,,,,AUTO,,,,1640,false,,,,,,,,,,,,1462,12,,3.4,,410,,26,187.6,2,38.863861,-77.037796,true,,
2026-07-11T10:28:42.832Z,0.8.2,,,15.02,,,,,false,,,,,,,,,104.0,,,,,,,false,true,,104.5,,,38.863510,-77.039894,,,,,,,,,,,,,,,AUTO,,,,1725,false,,,,,,,,,,,,1445,12,,3.5,,411,,26,185.8,2,38.863861,-77.037796,true,,
2026-07-11T10:28:43.837Z,0.8.2,,,15.09,,,,,false,,,,,,,,,99.6,,,,,,,false,true,,99.7,,,38.863510,-77.039871,,,,,,,,,,,,,,,AUTO,,,,1688,false,,,,,,,,,,,,1467,12,,3.4,,412,,26,183.9,2,38.863861,-77.037796,true,,
2026-07-11T10:28:44.837Z,0.8.2,,,15.22,,,,,false,,,,,,,,,90.9,,,,,,,false,true,,91.2,,,38.863510,-77.039856,,,,,,,,,,,,,,,AUTO,,,,1716,false,,,,,,,,,,,,1492,12,,3.3,,413,,26,182.6,2,38.863861,-77.037796,true,,
2026-07-11T10:28:45.837Z,0.8.2,,,15.03,,,,,false,,,,,,,,,80.7,,,,,,,false,true,,77.7,,,38.863514,-77.039833,,,,,,,,,,,,,,,AUTO,,,,1742,false,,,,,,,,,,,,1500,12,,3.3,,414,,26,180.5,2,38.863861,-77.037796,true,,
2026-07-11T10:28:46.837Z,0.8.2,,,15.22,,,,,false,,,,,,,,,73.6,,,,,,,false,true,,75.9,,,38.863518,-77.039818,,,,,,,,,,,,,,,AUTO,,,,1732,false,,,,,,,,,,,,1500,12,,3.4,,415,,26,179.2,2,38.863861,-77.037796,true,,
2026-07-11T10:28:47.837Z,0.8.2,,,15.02,,,,,false,,,,,,,,,72.5,,,,,,,false,true,,73.6,,,38.863522,-77.039795,,,,,,,,,,,,,,,AUTO,,,,1734,false,,,,,,,,,,,,1500,12,,3.5,,416,,26,177.1,2,38.863861,-77.037796,true,,
2026-07-11T10:28:48.838Z,0.8.2,,,14.97,,,,,false,,,,,,,,,74.2,,,,,,,false,true,,76.2,,,38.863529,-77.039780,,,,,,,,,,,,,,,AUTO,,,,1729,false,,,,,,,,,,,,1500,12,,3.4,,417,,26,175.7,2,38.863861,-77.037796,true,,
2026-07-11T10:28:49.841Z,0.8.2,,,15.00,,,,,false,,,,,,,,,76.2,,,,,,,false,true,,81.6,,,38.863529,-77.039757,,,,,,,,,,,,,,,AUTO,,,,1700,false,,,,,,,,,,,,1500,12,,3.4,,418,,26,173.7,2,38.863861,-77.037796,true,,
2026-07-11T10:28:50.841Z,0.8.2,,,15.08,,,,,false,,,,,,,,,79.8,,,,,,,false,true,,85.2,,,38.863533,-77.039742,,,,,,,,,,,,,,,AUTO,,,,1703,false,,,,,,,,,,,,1483,12,,3.4,,419,,26,172.3,2,38.863861,-77.037796,true,,
2026-07-11T10:28:51.841Z,0.8.2,,,15.11,,,,,false,,,,,,,,,82.8,,,,,,,false,true,,85.9,,,38.863537,-77.039719,,,,,,,,,,,,,,,AUTO,,,,1697,false,,,,,,,,,,,,1480,12,,3.5,,420,,26,170.3,2,38.863861,-77.037796,true,,
2026-07-11T10:28:52.841Z,0.8.2,,,14.94,,,,,false,,,,,,,,,82.4,,,,,,,false,true,,86.1,,,38.863537,-77.039703,,,,,,,,,,,,,,,AUTO,,,,1726,false,,,,,,,,,,,,1490,12,,3.5,,421,,26,169.0,2,38.863861,-77.037796,true,,
2026-07-11T10:28:53.842Z,0.8.2,,,15.07,,,,,false,,,,,,,,,78.7,,,,,,,false,true,,84.0,,,38.863541,-77.039681,,,,,,,,,,,,,,,AUTO,,,,1712,false,,,,,,,,,,,,1495,12,,3.5,,422,,26,167.0,2,38.863861,-77.037796,true,,
2026-07-11T10:28:54.842Z,0.8.2,,,15.23,,,,,false,,,,,,,,,75.2,,,,,,,false,true,,73.0,,,38.863545,-77.039658,,,,,,,,,,,,,,,AUTO,,,,1729,false,,,,,,,,,,,,1500,12,,3.4,,423,,26,165.0,2,38.863861,-77.037796,true,,
2026-07-11T10:28:55.842Z,0.8.2,,,14.92,,,,,false,,,,,,,,,72.1,,,,,,,false,true,,74.4,,,38.863548,-77.039642,,,,,,,,,,,,,,,AUTO,,,,1643,false,,,,,,,,,,,,1500,12,,3.5,,424,,26,163.6,2,38.863861,-77.037796,true,,
2026-07-11T10:28:56.842Z,0.8.2,,,14.89,,,,,false,,,,,,,,,70.5,,,,,,,false,true,,74.9,,,38.863556,-77.039619,,,,,,,,,,,,,,,AUTO,,,,1741,false,,,,,,,,,,,,1500,12,,3.5,,425,,26,161.5,2,38.863861,-77.037796,true,,
2026-07-11T10:28:57.842Z,0.8.2,,,15.04,,,,,false,,,,,,,,,69.5,,,,,,,false,true,,73.5,,,38.863560,-77.039604,,,,,,,,,,,,,,,AUTO,,,,1725,false,,,,,,,,,,,,1500,12,,3.5,,426,,26,160.1,2,38.863861,-77.037796,true,,
2026-07-11T10:28:58.842Z,0.8.2,,,15.19,,,,,false,,,,,,,,,70.4,,,,,,,false,true,,70.8,,,38.863567,-77.039581,,,,,,,,,,,,,,,AUTO,,,,1719,false,,,,,,,,,,,,1511,12,,3.5,,427,,26,158.0,2,38.863861,-77.037796,true,,
2026-07-11T10:28:59.842Z,0.8.2,,,14.91,,,,,false,,,,,,,,,72.4,,,,,,,false,true,,74.7,,,38.863571,-77.039566,,,,,,,,,,,,,,,AUTO,,,,1719,false,,,,,,,,,,,,1500,12,,3.4,,428,,26,156.6,2,38.863861,-77.037796,true,,
2026-07-11T10:29:00.842Z,0.8.2,,,15.16,,,,,false,,,,,,,,,75.7,,,,,,,false,true,,77.4,,,38.863575,-77.039543,,,,,,,,,,,,,,,AUTO,,,,1721,false,,,,,,,,,,,,1500,12,,3.4,,429,,26,154.6,2,38.863861,-77.037796,true,,
2026-07-11T10:29:01.845Z,0.8.2,,,15.16,,,,,false,,,,,,,,,78.6,,,,,,,false,true,,81.2,,,38.863575,-77.039528,,,,,,,,,,,,,,,AUTO,,,,1713,false,,,,,,,,,,,,1500,12,,3.4,,430,,26,153.3,2,38.863861,-77.037796,true,,
2026-07-11T10:29:02.845Z,0.8.2,,,14.89,,,,,false,,,,,,,,,82.6,,,,,,,false,true,,85.5,,,38.863579,-77.039505,,,,,,,,,,,,,,,AUTO,,,,1716,false,,,,,,,,,,,,1490,12,,3.4,,431,,26,151.3,2,38.863861,-77.037796,true,,
2026-07-11T10:29:03.845Z,0.8.2,,,15.02,,,,,false,,,,,,,,,86.6,,,,,,,false,true,,86.5,,,38.863579,-77.039482,,,,,,,,,,,,,,,AUTO,,,,1700,false,,,,,,,,,,,,1484,12,,3.5,,432,,26,149.3,2,38.863861,-77.037796,true,,
2026-07-11T10:29:04.845Z,0.8.2,,,14.90,,,,,false,,,,,,,,,85.9,,,,,,,false,true,,86.5,,,38.863579,-77.039467,,,,,,,,,,,,,,,AUTO,,,,1735,false,,,,,,,,,,,,1483,12,,3.5,,433,,26,148.0,2,38.863861,-77.037796,true,,
2026-07-11T10:29:05.845Z,0.8.2,,,15.14,,,,,false,,,,,,,,,83.6,,,,,,,false,true,,83.0,,,38.863583,-77.039444,,,,,,,,,,,,,,,AUTO,,,,1725,false,,,,,,,,,,,,1500,12,,3.5,,434,,26,146.0,2,38.863861,-77.037796,true,,
2026-07-11T10:29:06.845Z,0.8.2,,,15.03,,,,,false,,,,,,,,,81.2,,,,,,,false,true,,78.8,,,38.863586,-77.039429,,,,,,,,,,,,,,,AUTO,,,,1724,false,,,,,,,,,,,,1500,12,,3.5,,435,,26,144.6,2,38.863861,-77.037796,true,,
2026-07-11T10:29:07.845Z,0.8.2,,,15.21,,,,,false,,,,,,,,,79.8,,,,,,,false,true,,77.4,,,38.863586,-77.039406,,,,,,,,,,,,,,,AUTO,,,,1718,false,,,,,,,,,,,,1500,12,,3.4,,436,,26,142.7,2,38.863861,-77.037796,true,,
2026-07-11T10:29:08.847Z,0.8.2,,,15.08,,,,,false,,,,,,,,,79.1,,,,,,,false,true,,76.0,,,38.863590,-77.039383,,,,,,,,,,,,,,,AUTO,,,,1713,false,,,,,,,,,,,,1500,12,,3.4,,437,,26,140.7,2,38.863861,-77.037796,true,,
2026-07-11T10:29:09.847Z,0.8.2,,,15.14,,,,,false,,,,,,,,,78.7,,,,,,,false,true,,77.6,,,38.863594,-77.039368,,,,,,,,,,,,,,,AUTO,,,,1712,false,,,,,,,,,,,,1500,12,,3.5,,438,,26,139.3,2,38.863861,-77.037796,true,,
2026-07-11T10:29:10.847Z,0.8.2,,,15.00,,,,,false,,,,,,,,,78.6,,,,,,,false,true,,76.7,,,38.863598,-77.039345,,,,,,,,,,,,,,,AUTO,,,,1745,false,,,,,,,,,,,,1500,12,,3.4,,439,,26,137.3,2,38.863861,-77.037796,true,,
2026-07-11T10:29:11.847Z,0.8.2,,,14.92,,,,,false,,,,,,,,,79.1,,,,,,,false,true,,81.8,,,38.863602,-77.039329,,,,,,,,,,,,,,,AUTO,,,,1718,false,,,,,,,,,,,,1500,12,,3.4,,440,,26,135.9,2,38.863861,-77.037796,true,,
2026-07-11T10:29:12.847Z,0.8.2,,,15.20,,,,,false,,,,,,,,,78.6,,,,,,,false,true,,82.1,,,38.863605,-77.039307,,,,,,,,,,,,,,,AUTO,,,,1693,false,,,,,,,,,,,,1500,12,,3.4,,441,,26,133.8,2,38.863861,-77.037796,true,,
2026-07-11T10:29:13.847Z,0.8.2,,,15.07,,,,,false,,,,,,,,,78.7,,,,,,,false,true,,78.2,,,38.863605,-77.039284,,,,,,,,,,,,,,,AUTO,,,,1702,false,,,,,,,,,,,,1500,12,,3.5,,442,,26,131.9,2,38.863861,-77.037796,true,,
2026-07-11T10:29:14.847Z,0.8.2,,,15.01,,,,,false,,,,,,,,,78.5,,,,,,,false,true,,76.9,,,38.863609,-77.039269,,,,,,,,,,,,,,,AUTO,,,,1725,false,,,,,,,,,,,,1500,12,,3.4,,443,,26,130.5,2,38.863861,-77.037796,true,,
2026-07-11T10:29:15.848Z,0.8.2,,,14.91,,,,,false,,,,,,,,,78.8,,,,,,,false,true,,77.6,,,38.863613,-77.039246,,,,,,,,,,,,,,,AUTO,,,,1731,false,,,,,,,,,,,,1500,12,,3.4,,444,,26,128.5,2,38.863861,-77.037796,true,,
2026-07-11T10:29:16.849Z,0.8.2,,,14.89,,,,,false,,,,,,,,,78.4,,,,,,,false,true,,79.4,,,38.863617,-77.039223,,,,,,,,,,,,,,,AUTO,,,,1720,false,,,,,,,,,,,,1500,12,,3.4,,445,,26,126.5,2,38.863861,-77.037796,true,,
2026-07-11T10:29:17.850Z,0.8.2,,,15.04,,,,,false,,,,,,,,,78.2,,,,,,,false,true,,77.0,,,38.863617,-77.039208,,,,,,,,,,,,,,,AUTO,,,,1715,false,,,,,,,,,,,,1500,12,,3.4,,446,,26,125.2,2,38.863861,-77.037796,true,,
2026-07-11T10:29:18.853Z,0.8.2,,,15.22,,,,,false,,,,,,,,,78.1,,,,,,,false,true,,73.5,,,38.863621,-77.039185,,,,,,,,,,,,,,,AUTO,,,,1703,false,,,,,,,,,,,,1500,12,,3.5,,447,,26,123.2,2,38.863861,-77.037796,true,,
2026-07-11T10:29:19.853Z,0.8.2,,,15.22,,,,,false,,,,,,,,,77.9,,,,,,,false,true,,78.0,,,38.863625,-77.039169,,,,,,,,,,,,,,,AUTO,,,,1719,false,,,,,,,,,,,,1500,12,,3.5,,448,,26,121.8,2,38.863861,-77.037796,true,,
2026-07-11T10:29:20.853Z,0.8.2,,,14.99,,,,,false,,,,,,,,,78.0,,,,,,,false,true,,77.8,,,38.863628,-77.039146,,,,,,,,,,,,,,,AUTO,,,,1718,false,,,,,,,,,,,,1500,12,,3.5,,449,,26,119.7,2,38.863861,-77.037796,true,,
2026-07-11T10:29:21.854Z,0.8.2,,,15.16,,,,,false,,,,,,,,,77.7,,,,,,,false,true,,79.3,,,38.863632,-77.039124,,,,,,,,,,,,,,,AUTO,,,,1721,false,,,,,,,,,,,,1500,12,,3.4,,450,,26,117.7,2,38.863861,-77.037796,true,,
2026-07-11T10:29:22.855Z,0.8.2,,,15.19,,,,,false,,,,,,,,,77.9,,,,,,,false,true,,77.0,,,38.863636,-77.039108,,,,,,,,,,,,,,,AUTO,,,,1721,false,,,,,,,,,,,,1500,12,,3.4,,451,,26,116.3,2,38.863861,-77.037796,true,,
2026-07-11T10:29:23.857Z,0.8.2,,,15.03,,,,,false,,,,,,,,,77.9,,,,,,,false,true,,77.7,,,38.863640,-77.039085,,,,,,,,,,,,,,,AUTO,,,,1727,false,,,,,,,,,,,,1500,12,,3.5,,452,,26,114.3,2,38.863861,-77.037796,true,,
2026-07-11T10:29:24.857Z,0.8.2,,,15.04,,,,,false,,,,,,,,,78.1,,,,,,,false,true,,71.8,,,38.863644,-77.039070,,,,,,,,,,,,,,,AUTO,,,,1712,false,,,,,,,,,,,,1500,12,,3.4,,453,,26,112.9,2,38.863861,-77.037796,true,,
2026-07-11T10:29:25.858Z,0.8.2,,,15.18,,,,,false,,,,,,,,,78.0,,,,,,,false,true,,79.0,,,38.863644,-77.039047,,,,,,,,,,,,,,,AUTO,,,,1689,false,,,,,,,,,,,,1500,12,,3.4,,454,,26,111.0,2,38.863861,-77.037796,true,,
2026-07-11T10:29:26.858Z,0.8.2,,,15.01,,,,,false,,,,,,,,,78.1,,,,,,,false,true,,82.2,,,38.863647,-77.039024,,,,,,,,,,,,,,,AUTO,,,,1750,false,,,,,,,,,,,,1494,12,,3.4,,455,,26,109.0,2,38.863861,-77.037796,true,,
2026-07-11T10:29:27.858Z,0.8.2,,,15.08,,,,,false,,,,,,,,,78.6,,,,,,,false,true,,81.6,,,38.863651,-77.039009,,,,,,,,,,,,,,,AUTO,,,,1671,false,,,,,,,,,,,,1500,12,,3.4,,456,,26,107.6,2,38.863861,-77.037796,true,,
2026-07-11T10:29:28.858Z,0.8.2,,,15.09,,,,,false,,,,,,,,,78.6,,,,,,,false,true,,81.3,,,38.863655,-77.038986,,,,,,,,,,,,,,,AUTO,,,,1707,false,,,,,,,,,,,,1500,12,,3.4,,457,,26,105.6,2,38.863861,-77.037796,true,,
2026-07-11T10:29:29.858Z,0.8.2,,,14.91,,,,,false,,,,,,,,,78.6,,,,,,,false,true,,75.5,,,38.863659,-77.038971,,,,,,,,,,,,,,,AUTO,,,,1705,false,,,,,,,,,,,,1500,12,,3.4,,458,,26,104.2,2,38.863861,-77.037796,true,,
2026-07-11T10:29:30.858Z,0.8.2,,,14.99,,,,,false,,,,,,,,,78.9,,,,,,,false,true,,78.2,,,38.863663,-77.038948,,,,,,,,,,,,,,,AUTO,,,,1718,false,,,,,,,,,,,,1500,12,,3.4,,459,,26,102.2,2,38.863861,-77.037796,true,,
2026-07-11T10:29:31.858Z,0.8.2,,,15.16,,,,,false,,,,,,,,,79.5,,,,,,,false,true,,78.3,,,38.863663,-77.038925,,,,,,,,,,,,,,,AUTO,,,,1690,false,,,,,,,,,,,,1500,12,,3.4,,460,,26,100.2,2,38.863861,-77.037796,true,,
2026-07-11T10:29:32.859Z,0.8.2,,,14.97,,,,,false,,,,,,,,,80.0,,,,,,,false,true,,81.8,,,38.863667,-77.038910,,,,,,,,,,,,,,,AUTO,,,,1681,false,,,,,,,,,,,,1500,12,,3.4,,461,,26,98.8,2,38.863861,-77.037796,true,,
2026-07-11T10:29:33.859Z,0.8.2,,,14.93,,,,,false,,,,,,,,,79.9,,,,,,,false,true,,75.1,,,38.863670,-77.038887,,,,,,,,,,,,,,,AUTO,,,,1800,false,,,,,,,,,,,,1500,12,,3.4,,462,,26,96.8,2,38.863861,-77.037796,true,,
2026-07-11T10:29:34.860Z,0.8.2,,,15.00,,,,,false,,,,,,,,,80.4,,,,,,,false,true,,80.3,,,38.863670,-77.038872,,,,,,,,,,,,,,,AUTO,,,,1704,false,,,,,,,,,,,,1500,12,,3.4,,463,,26,95.5,2,38.863861,-77.037796,true,,
2026-07-11T10:29:35.860Z,0.8.2,,,15.08,,,,,false,,,,,,,,,80.7,,,,,,,false,true,,78.7,,,38.863674,-77.038849,,,,,,,,,,,,,,,AUTO,,,,1706,false,,,,,,,,,,,,1500,12,,3.4,,464,,26,93.5,2,38.863861,-77.037796,true,,
2026-07-11T10:29:36.863Z,0.8.2,,,15.13,,,,,false,,,,,,,,,80.9,,,,,,,false,true,,80.0,,,38.863678,-77.038826,,,,,,,,,,,,,,,AUTO,,,,1800,false,,,,,,,,,,,,1500,12,,3.4,,465,,26,91.5,2,38.863861,-77.037796,true,,
2026-07-11T10:29:37.863Z,0.8.2,,,14.97,,,,,false,,,,,,,,,81.3,,,,,,,false,true,,83.2,,,38.863678,-77.038811,,,,,,,,,,,,,,,AUTO,,,,1717,false,,,,,,,,,,,,1495,12,,3.4,,466,,26,90.2,2,38.863861,-77.037796,true,,
2026-07-11T10:29:38.863Z,0.8.2,,,15.10,,,,,false,,,,,,,,,81.9,,,,,,,false,true,,82.4,,,38.863682,-77.038788,,,,,,,,,,,,,,,AUTO,,,,1697,false,,,,,,,,,,,,1496,12,,3.3,,467,,26,88.2,2,38.863861,-77.037796,true,,
2026-07-11T10:29:39.864Z,0.8.2,,,15.09,,,,,false,,,,,,,,,82.2,,,,,,,false,true,,82.6,,,38.863686,-77.038773,,,,,,,,,,,,,,,AUTO,,,,1769,false,,,,,,,,,,,,1488,12,,3.4,,468,,26,86.8,2,38.863861,-77.037796,true,,
2026-07-11T10:29:40.864Z,0.8.2,,,15.20,,,,,false,,,,,,,,,82.6,,,,,,,false,true,,85.5,,,38.863686,-77.038750,,,,,,,,,,,,,,,AUTO,,,,1695,false,,,,,,,,,,,,1479,12,,3.4,,469,,26,84.8,2,38.863861,-77.037796,true,,
2026-07-11T10:29:41.865Z,0.8.2,,,15.07,,,,,false,,,,,,,,,82.6,,,,,,,false,true,,83.9,,,38.863689,-77.038727,,,,,,,,,,,,,,,AUTO,,,,1718,false,,,,,,,,,,,,1497,12,,3.4,,470,,26,82.8,2,38.863861,-77.037796,true,,
2026-07-11T10:29:42.866Z,0.8.2,,,15.20,,,,,false,,,,,,,,,81.1,,,,,,,false,true,,80.5,,,38.863689,-77.038712,,,,,,,,,,,,,,,AUTO,,,,1699,false,,,,,,,,,,,,1500,12,,3.3,,471,,26,81.5,2,38.863861,-77.037796,true,,
2026-07-11T10:29:43.867Z,0.8.2,,,15.02,,,,,false,,,,,,,,,80.3,,,,,,,false,true,,75.7,,,38.863693,-77.038689,,,,,,,,,,,,,,,AUTO,,,,1717,false,,,,,,,,,,,,1500,12,,3.3,,472,,26,79.5,2,38.863861,-77.037796,true,,
2026-07-11T10:29:44.869Z,0.8.2,,,15.09,,,,,false,,,,,,,,,80.0,,,,,,,false,true,,76.2,,,38.863697,-77.038673,,,,,,,,,,,,,,,AUTO,,,,1705,false,,,,,,,,,,,,1500,12,,3.4,,473,,26,78.1,2,38.863861,-77.037796,true,,
2026-07-11T10:29:45.869Z,0.8.2,,,15.05,,,,,false,,,,,,,,,80.3,,,,,,,false,true,,76.8,,,38.863701,-77.038651,,,,,,,,,,,,,,,AUTO,,,,1800,false,,,,,,,,,,,,1500,12,,3.3,,474,,26,76.1,2,38.863861,-77.037796,true,,
